Year,Title,Sequel,ReleaseDate,StoryLine,Runtime,SoundMix,Color,AspectRatio,MPAA,RateScore,NumRate,NumReview,NumCritic,ProductionDate,FilmingDate,gross,budget,critic,numrate,numreview,ratescore,nummon,day,daynum,budget_class,competition,ActorScore,ActorScore_budget,Country,BigSix,country_num,ThreeD,mpaa,gross_ind,NewBigSix
1995,Mighty Morphin Power Rangers: The Movie (1995),0,Release Date: 30 June 1995 (USA) See more Ф_,"Six teenagers Tommy, Kimberly, Adam, Billy, Rocky and Aisha have discovered the power to fight the forces of evil. A giant egg is unearthed in Angel Grove. Lord Zedd and Rita Repulsa investigate the egg, and release the creature inside - Ivan Ooze, whom Zordon had trapped him inside the egg six thousand years ago. Once released, Ooze left to seek revenge on Zordon. And now Zordon in his crystalline deathbed is dying because he has no power, without the power then Zordon of Eltar will never existed. Now the fate of the universe is in their hands. But this time the Power Rangers head for a distant planet to meet up with a bikini-clad warrior babe named Dulcea who imparts ancient wisdom and power. But now that they have their powers back and becomes Power Rangers once more they will now get back to business and defeat Ivan Ooze at all costs. Written by Anthony Pereyra {hypersonic91@yahoo.com}",95 min,Sound Mix: DTS | Dolby Digital | SDDS,Color,Aspect Ratio: 1.85 : 1,Rated PG for action violence,5,"18,095",125 user,17 critic,null,30 October 1994 - 9 February ,42475815.11,16871039.25,17,18095,125,5,6,30,210,3,44,0.873171314,4.147048802,USA,1,1,0,PG,7,1
1995,Tales from the Crypt: Demon Knight (1995),0,Release Date: 13 January 1995 (USA) See more Ф_,"Brayker is a man who carries the last of seven keys, special containers which held the blood of Christ and were scattered across the universe to prevent the forces of evil from taking over. If The Collector gets the last key, the universe will fall into Chaos, and he has been tracking Brayker all the way to a small inn in a nowhere town. And now the final battle for the universe begins...... Written by Michael Silva <silvamd@cleo.bc.edu>",92 min,Sound Mix: DTS | Dolby | DTS-Stereo,Color,Aspect Ratio: 1.85 : 1,"Rated R for gore, horror violence, sexuality and language",6.7,"15,962",101 user,60 critic,null,6 June 1994 - 9 August ,23719070.56,14621567.35,60,15962,101,6.7,1,13,43,3,23,-0.83716867,1.460612618,USA,0,1,0,R,5,1
1995,Dead Man Walking (1995),0,Release Date: 2 February 1996 (USA) See more Ф_,"A convicted murderer on Death Row and the nun who befriends him. Through the portrayal of finely drawn characters and their interactions as the days, hours, and minutes tick down to the condemned man's execution, powerful emotions are unleashed. While Matthew Poncelet and Sister Prejean desperately try to gain a stay of execution from the governor or the courts, scenes are intercut from the brutal crime, gradually revealing the truth about the events that transpired. In addition to her temporal help, the nun also tries to reach out spiritually and assist as a guide to salvation. Written by Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",122 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for a depiction of a rape and murder,7.6,"70,209",187 user,76 critic,January 1995 - 28 October ,24 April 1995 - 30 June ,43892820.45,12372095.45,76,70209,187,7.6,2,2,62,2,23,1.002381416,7.237201822,USA,0,1,0,R,7,0
1995,While You Were Sleeping (1995),0,Release Date: 21 April 1995 (USA) See more Ф_,"Lucy's life consists of constant loneliness that is until she saves Peter's life. Now she is a part of his family, and with a strong heart and fate on her side, others begin to realize what a terrific person she is, especially Jack, Peter's brother. An extraordinarily true-to-life sequence of events begin to take place as Lucy and Jack become closer and learn more about each other and themselves than one would ever expect from such coincidental, yet believable events. Written by Michael Lee Pollock <gt4250a@prism.gatech.edu>",103 min,Sound Mix: Dolby SR | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG for some language,6.6,"66,685",184 user,56 critic,null,8 October 1994 - 14 December ,91167739.89,19120511.15,56,66685,184,6.6,4,21,141,3,27,7.335133137,11.61717582,USA,0,1,0,PG,8,0
1995,Babe (1995),0,Release Date: 4 August 1995 (USA) See more Ф_,"Farmer Hoggett wins a runt piglet at a local fair and young Babe, as the piglet decides to call himself, befriends and learns about all the other creatures on the farm. He becomes special friends with one of the sheepdogs, Fly. With Fly's help, and Farmer Hoggett's intuition, Babe embarks on a career in sheepherding with some surprising and spectacular results. Written by Kathy Li",91 min,Sound Mix: DTS | Dolby SR | DTS-Stereo,Color,Aspect Ratio: 1.85 : 1,G,6.8,"89,448",179 user,77 critic,null,7 April 1994 - 28 July ,74907414.27,33742078.5,77,89448,179,6.8,8,4,244,4,30,3.830457458,3.254020003,USA,0,1,0,G,8,1
1995,Crimson Tide (1995),0,Release Date: 12 May 1995 (USA) See more Ф_,"When some Russian rebels takes control of some ICBM's, the Americans mobilize. Among the vessels sent is the nuclear sub, the Alabama. But before they leave they need a new X.O. and among the choices is Commander Hunter, who hasn't seen much action. But the ship's Captain, Ramsey OK's him. While on the way, there was an incident and Hunter disagreed with how Ramsey handled it, it's evident that Ramsey doesn't think much of Hunter because Hunter was college educated while Ramsey worked his way up. They're given orders to attack but when they were in the process of receiving another order, the ship's communications were damaged, so the entire message was not received. Ramsey decides to continue with their previous order while Hunter wants to reestablish contact first. That's when the two men butt heads that ends with Hunter relieving Ramsey. Later when some men die, some of the officers feel that Hunter is not up to the task so they team up to retake control. But Hunter has taken ... Written by rcs0411@yahoo.com",116 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 2.35 : 1,Rated R for strong language,7.3,"76,227",192 user,81 critic,null,null,102800865.8,59611005.35,81,76227,192,7.3,5,12,162,5,41,6.845235836,1.586708029,USA,0,1,0,R,9,0
1995,Dead Man (1995),0,Release Date: 10 May 1996 (USA) See more Ф_,"Dead Man is the story of a young man's journey, both physically and spiritually, into very unfamiliar terrain. William Blake travels to the extreme western frontiers of America sometime in the 2nd half of the 19th century. Lost and badly wounded, he encounters a very odd, outcast Native American, named ""Nobody"", who believes Blake is actually the dead English poet of the same name. The story, with Nobody's help, leads William Blake through situations that are in turn comical and violent. Contrary to his nature, circumstances transform Blake into a hunted outlaw, a killer, and a man whose physical existence is slowly slipping away. Thrown into a world that is cruel and chaotic, his eyes are opened to the fragility that defines the realm of the living. It is as though he passes through the surface of a mirror, and emerges into a previously-unknown world that exists on the other side. Written by Anonymous",121 min,Sound Mix: Dolby | Dolby SR,Black and White,Aspect Ratio: 1.85 : 1,"Rated R for moments of strong violence, a graphic sex scene and some language",7.7,"68,204",315 user,99 critic,null,10 October 1994 -  November ,1153403.22,10122623.55,99,68204,315,7.7,5,10,160,2,33,-2.894826544,-3.064150664,USA,0,1,0,R,2,0
1995,Judge Dredd (1995),0,Release Date: 30 June 1995 (USA) See more Ф_,"In the year 2139, the Earth has changed into a virtually uninhabitable place called the Cursed Earth. All of the Earth's population have crowded into the cities across the planet, now known as Mega-Cities. The crimes in these Mega-Cities became so violent and so powerful, that the regular justice system was powerless to contain, then it collapsed completely. However, a new justice system came from the ashes, there were three justice systems in one (police, jury and executioner), they were called Judges. In Mega-City One (formerly, New York City), there was a Judge, named Joseph Dredd, who was the toughest and most stringent Judge in history. One day, he was charged with murder, and was tried and sentenced to life in prison because of it. Written by John Wiggins",96 min,Sound Mix: Dolby Digital | SDDS (8 channels),Color,Aspect Ratio: 2.35 : 1,Rated R for continuous violent action,5.4,"82,770",209 user,96 critic,null,3 August 1994 -  November ,39014741.66,78731516.5,96,82770,209,5.4,6,30,210,5,44,0.593636616,-2.448556502,USA,0,1,0,R,6,0
1995,Mallrats (1995),0,Release Date: 20 October 1995 (USA) See more Ф_,"Brodie Bruce, a Sega and comic book obsessed college student, and his best friend, TS Quint, are both dumped by their girlfriends on the same day, and to deal with their loss, they both go to the local mall. Along the way, they meet up with some friends, including Willam, a guy who stares at Magic Eye pictures, desprately trying to see the hidden image; Gwen, one of TS's ex-girlfriends; and Jay & Silent Bob, of Clerks fame. Eventually, they decide to try and win back their significant others, and take care of their respective nemesises (TS's girlfriend's father, and a store clerk who hates the two for not having any shopping agenda). Written by MTRodaba2468",94 min,Sound Mix: DTS-Stereo | DTS,Color,Aspect Ratio: 1.85 : 1,"Rated R for strong language, including sexual dialogue, and for some scenes of sexuality and drug content",7.2,"94,680",432 user,88 critic,null,6 March 1995 - 12 April ,2387320.663,6748415.7,88,94680,432,7.2,10,20,320,1,52,-2.782311372,-2.344699497,USA,0,1,0,R,2,0
1995,Congo (1995),0,Release Date: 9 June 1995 (USA) See more Ф_,"A megalomaniac C.E.O. sends his son into the dangerous African Congo on a quest for a source of diamonds large enough and pure enough to function as powerful laser communications transmitters (or is it laser weapons?). When contact is lost with his son and the team, his sometime daughter- in-law is sent after them. She is a former CIA operative and, accompanied by gee-whiz gadgetry and a few eccentric characters (including a mercenary, a researcher with a talking gorilla, and a a nutty Indiana-Jones-type looking for King Solomon's Mines), sets out to rescue her former fiancк©. What they all discover is that often what we most want turns out to be the source of our downfall. Written by Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",109 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG-13 for jungle adventure terror and action and brief strong language,5,"32,832",145 user,51 critic,null,26 September 1994 - 17 February ,85245051.34,56236797.5,51,32832,145,5,6,9,189,5,32,4.773098329,1.141490083,USA,1,1,0,PG-13,8,1
1995,Get Shorty (1995),0,Release Date: 20 October 1995 (USA) See more Ф_,"Some guys get all the luck, whether they like it or not. Chili Palmer happens to be in Hollywood collecting a gambling debt when he's struck by lightning (not literally). Called a natural for the movie business, he's snagged up by a producer. The rest is history. Written by Joshua Davis <xtnb64a@prodigy.com>",105 min,Sound Mix: DTS | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated R for language and some violence,6.9,"60,540",145 user,92 critic,null,17 January 1995 - 18 April ,81067593.07,34023262.49,92,60540,145,6.9,10,20,320,4,52,7.472585393,3.99956378,USA,0,1,0,R,8,0
1995,Dead Presidents (1995),0,Release Date: 6 October 1995 (USA) See more Ф_,"This action film, directed by the Hughes brothers, depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn."" However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960's. Written by Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>",119 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 2.35 : 1,"Rated R for strong graphic violence, language, a sex scene and some drug use",6.8,"14,356",82 user,28 critic,null,31 October 1994 -  February ,27218609.99,11247359.5,28,14356,82,6.8,10,6,306,2,57,-0.564259387,10.69012191,USA,0,1,0,R,5,0
1995,Powder (1995),0,Release Date: 27 October 1995 (USA) See more Ф_,"When sheriff Barnum investigates the death of an elderly rural resident, he discovers a teenage grandson living in the basement. Raised by his grandparents, he has experienced the world only through books, never leaving the family farm. He is sent to a state home for boys where he has trouble fitting in socially. His odd appearance and unusual abilities cause the small town residents to fear and ridicule him. However, not all are afraid. Some begin to view his potential and gifts with wonderment. Written by Robert B. Young <youngb@tastemaker.com>",111 min,Sound Mix: Dolby Digital,Color,Aspect Ratio: 1.85 : 1,"Rated PG-13 for intense, sometimes frightening elements of theme, and for language",6.5,"23,310",158 user,29 critic,null,13 February 1995 - 11 April ,34711765.1,10684991.53,29,23310,158,6.5,10,27,327,2,42,0.165203834,6.339960841,USA,0,1,0,PG-13,6,0
1995,Sabrina (1995),0,Release Date: 15 December 1995 (USA) See more Ф_,"While she was growing up, Sabrina Fairchild spent more time perched in a tree watching the Larrabee family than she ever did on solid ground. As the chauffeur's daughter on their lavish Long Island estate, Sabrina was invisible behind the branches, but she knew them all below... There is Maude Larrabee, the modern matriarch of the Larrabee Corporation; Linus Larrabee, the serious older son who expanded a successful family business into the world's largest communications company; and David, the handsome, fun-loving Larrabee, who was the center of Sabrina's world until she was shipped off to Paris. After two years on the staff of Vogue magazine, Sabrina has returned to the Larrabee estate but now she has blossomed into a beautiful and sophisticated woman. And she's standing in the way of a billion dollar deal. Written by Cyril Morcrette <cyril@cln46fw.der.edf.fr>",127 min,Sound Mix: Dolby | Dolby Digital,Color,Aspect Ratio: 1.85 : 1,Rated PG for some mild language,6.2,"28,320",112 user,48 critic,null,30 January 1995 - 21 June ,60366917.89,65234685.1,48,28320,112,6.2,12,15,375,5,53,2.790003749,-1.081520321,USA,1,1,0,PG,8,1
